ID.yr,ID,year,age,offspring_inde,jul_incubeZY,final_breed,sex
776762-OYM--1997,776762-OYM,1997,1,1,6,0,F
776763-ROO--1997,776763-ROO,1997,1,1,NA,0,F
776763-ROO--1998,776763-ROO,1998,2,2,27,0,F
776764-ORM--1997,776764-ORM,1997,1,3,18,0,F
776764-ORM--1998,776764-ORM,1998,2,0,NA,0,F
776764-ORM--1999,776764-ORM,1999,3,4,17,0,F
776764-ORM--2000,776764-ORM,2000,4,3,16,0,F
776764-ORM--2001,776764-ORM,2001,5,1,21,0,F
776764-ORM--2002,776764-ORM,2002,6,0,NA,0,F
776764-ORM--2003,776764-ORM,2003,7,2,NA,0,F
776764-ORM--2004,776764-ORM,2004,8,2,18,0,F
776765-AYA--1997,776765-AYA,1997,1,3,21,0,F
776767-BMB--1997,776767-BMB,1997,1,1,8,0,F
776767-BMB--1998,776767-BMB,1998,2,5,-13,0,F
776767-BMB--1999,776767-BMB,1999,3,2,NA,0,F
776767-BMB--2000,776767-BMB,2000,4,1,NA,0,F
776769-BBR--1997,776769-BBR,1997,1,0,8,0,F
776769-BBR--1998,776769-BBR,1998,2,4,0,0,F
776784-MWW--1997,776784-MWW,1997,1,2,15,0,F
776784-MWW--1998,776784-MWW,1998,2,1,4,0,F
776784-MWW--1999,776784-MWW,1999,3,4,-9,0,F
803902-OYY--1997,803902-OYY,1997,1,2,9,0,F
803902-OYY--1998,803902-OYY,1998,2,3,NA,0,F
803903-YYG--1997,803903-YYG,1997,1,2,0,0,F
803909-BAB--1997,803909-BAB,1997,1,2,34,0,F
803909-BAB--1998,803909-BAB,1998,2,3,14,0,F
803909-BAB--1999,803909-BAB,1999,3,2,9,0,F
803909-BAB--2000,803909-BAB,2000,4,2,13,0,F
803910-RGW--1997,803910-RGW,1997,1,2,7,0,F
803962-OWW--1997,803962-OWW,1997,1,1,NA,0,F
803968-MobM--1998,803968-MobM,1998,1,0,NA,0,F
803968-MobM--1999,803968-MobM,1999,2,5,-16,0,F
804076-YbrY--1998,804076-YbrY,1998,1,2,13,0,F
804076-YbrY--1999,804076-YbrY,1999,2,0,3,0,F
804076-YbrY--2000,804076-YbrY,2000,3,5,7,0,F
804076-YbrY--2001,804076-YbrY,2001,4,3,15,0,F
804078-GbrO--1998,804078-GbrO,1998,1,2,7,0,F
804102-YwrB--1998,804102-YwrB,1998,1,1,9,0,F
804102-YwrB--1999,804102-YwrB,1999,2,2,-5,0,F
804102-YwrB--2000,804102-YwrB,2000,3,0,-25,0,F
804113-RnwR--1998,804113-RnwR,1998,1,2,9,0,F
804113-RnwR--1999,804113-RnwR,1999,2,4,-2,0,F
804131-OobW--1998,804131-OobW,1998,1,2,NA,0,F
804131-OobW--1999,804131-OobW,1999,2,0,16,0,F
804131-OobW--2000,804131-OobW,2000,3,0,NA,0,F
804131-OobW--2001,804131-OobW,2001,4,0,15,0,F
804131-OobW--2002,804131-OobW,2002,5,1,8,0,F
804146-RbyO--1998,804146-RbyO,1998,1,1,28,0,F
804146-RbyO--1999,804146-RbyO,1999,2,4,-10,0,F
804146-RbyO--2000,804146-RbyO,2000,3,3,-14,0,F
804146-RbyO--2001,804146-RbyO,2001,4,2,-13,0,F
804146-RbyO--2002,804146-RbyO,2002,5,4,-11,0,F
804160-GwrW--1998,804160-GwrW,1998,1,0,20,0,F
804160-GwrW--1999,804160-GwrW,1999,2,0,NA,0,F
804160-GwrW--2000,804160-GwrW,2000,3,0,49,0,F
804160-GwrW--2001,804160-GwrW,2001,4,3,NA,0,F
804160-GwrW--2002,804160-GwrW,2002,5,2,17,0,F
804170-GbyN--1998,804170-GbyN,1998,1,0,NA,0,F
804185-MobY--1998,804185-MobY,1998,1,0,NA,0,F
804212-WWW--1998,804212-WWW,1998,1,4,3,0,F
804212-WWW--1999,804212-WWW,1999,2,0,NA,0,F
804212-WWW--2000,804212-WWW,2000,3,3,-9,0,F
804214-RNW--1998,804214-RNW,1998,1,0,10,0,F
804217-WNM--1998,804217-WNM,1998,1,1,9,0,F
804217-WNM--1999,804217-WNM,1999,2,5,-4,0,F
804217-WNM--2000,804217-WNM,2000,3,3,-7,0,F
804217-WNM--2001,804217-WNM,2001,4,0,NA,0,F
804217-WNM--2002,804217-WNM,2002,5,0,NA,0,F
804217-WNM--2003,804217-WNM,2003,6,2,5,0,F
804217-WNM--2004,804217-WNM,2004,7,6,NA,0,F
804218-NGO--1998,804218-NGO,1998,1,2,NA,0,F
804218-NGO--1999,804218-NGO,1999,2,0,NA,0,F
804218-NGO--2000,804218-NGO,2000,3,5,13,0,F
804218-NGO--2001,804218-NGO,2001,4,2,20,0,F
804220-WMG--1998,804220-WMG,1998,1,1,19,0,F
804230-OGR--1998,804230-OGR,1998,1,2,-31,0,F
804230-OGR--1999,804230-OGR,1999,2,4,-20,0,F
804230-OGR--2000,804230-OGR,2000,3,6,-26,0,F
804308-YybW--1999,804308-YybW,1999,1,1,6,0,F
804308-YybW--2000,804308-YybW,2000,2,2,NA,0,F
804308-YybW--2001,804308-YybW,2001,3,3,10,0,F
804308-YybW--2002,804308-YybW,2002,4,6,-13,0,F
832089-YRW--1999,832089-YRW,1999,1,2,10,0,F
832093-NAY--1999,832093-NAY,1999,1,3,4,0,F
832093-NAY--2000,832093-NAY,2000,2,0,3,0,F
832100-AboR--1999,832100-AboR,1999,1,0,NA,0,F
832100-AboR--2000,832100-AboR,2000,2,2,NA,0,F
832100-AboR--2001,832100-AboR,2001,3,1,-19,0,F
832102-BboA--1999,832102-BboA,1999,1,0,66,0,F
832102-BboA--2000,832102-BboA,2000,2,4,NA,0,F
832102-BboA--2001,832102-BboA,2001,3,3,NA,0,F
832105-WboG--1999,832105-WboG,1999,1,0,NA,0,F
832105-WboG--2000,832105-WboG,2000,2,3,11,0,F
832117-NybM--1999,832117-NybM,1999,1,0,44,0,F
832117-NybM--2000,832117-NybM,2000,2,1,-1,0,F
832121-OAY--1999,832121-OAY,1999,1,3,NA,0,F
832121-OAY--2000,832121-OAY,2000,2,3,-4,0,F
832131-GrbG--1999,832131-GrbG,1999,1,3,25,0,F
832131-GrbG--2000,832131-GrbG,2000,2,0,-2,0,F
832131-GrbG--2001,832131-GrbG,2001,3,3,-2,0,F
832173-GWM--1999,832173-GWM,1999,1,0,10,0,F
832173-GWM--2000,832173-GWM,2000,2,1,18,0,F
832173-GWM--2001,832173-GWM,2001,3,4,0,0,F
832183-YYO--1999,832183-YYO,1999,1,0,46,0,F
832184-YGM--1999,832184-YGM,1999,1,0,4,0,F
832184-YGM--2000,832184-YGM,2000,2,4,-10,0,F
832184-YGM--2001,832184-YGM,2001,3,3,NA,0,F
832184-YGM--2002,832184-YGM,2002,4,2,NA,0,F
832184-YGM--2003,832184-YGM,2003,5,4,27,0,F
832184-YGM--2004,832184-YGM,2004,6,0,NA,0,F
832184-YGM--2005,832184-YGM,2005,7,0,NA,0,F
832188-YMM--1999,832188-YMM,1999,1,0,35,0,F
832188-YMM--2000,832188-YMM,2000,2,2,NA,0,F
832190-YMN--1999,832190-YMN,1999,1,0,6,0,F
832190-YMN--2000,832190-YMN,2000,2,0,NA,0,F
832190-YMN--2001,832190-YMN,2001,3,1,NA,0,F
832190-YMN--2002,832190-YMN,2002,4,0,NA,0,F
832190-YMN--2003,832190-YMN,2003,5,1,0,0,F
832190-YMN--2004,832190-YMN,2004,6,6,NA,0,F
832193-YNB--1999,832193-YNB,1999,1,0,NA,0,F
832193-YNB--2000,832193-YNB,2000,2,0,4,0,F
832193-YNB--2001,832193-YNB,2001,3,3,NA,0,F
832195-YNG--1999,832195-YNG,1999,1,0,7,0,F
832195-YNG--2000,832195-YNG,2000,2,3,23,0,F
832195-YNG--2001,832195-YNG,2001,3,3,-7,0,F
832195-YNG--2002,832195-YNG,2002,4,3,7,0,F
832195-YNG--2003,832195-YNG,2003,5,3,-18,0,F
832195-YNG--2004,832195-YNG,2004,6,5,0,0,F
832195-YNG--2005,832195-YNG,2005,7,7,NA,0,F
832197-YWG--1999,832197-YWG,1999,1,1,NA,0,F
832197-YWG--2000,832197-YWG,2000,2,1,0,0,F
832198-RWR--1999,832198-RWR,1999,1,0,NA,0,F
832217-OBO--1999,832217-OBO,1999,1,0,17,0,F
832217-OBO--2000,832217-OBO,2000,2,2,-6,0,F
832217-OBO--2001,832217-OBO,2001,3,3,-17,0,F
832217-OBO--2002,832217-OBO,2002,4,3,12,0,F
832217-OBO--2003,832217-OBO,2003,5,6,-5,0,F
832217-OBO--2004,832217-OBO,2004,6,7,-3,0,F
832217-OBO--2005,832217-OBO,2005,7,9,0,0,F
832217-OBO--2006,832217-OBO,2006,8,3,-2,0,F
832226-BMG--1999,832226-BMG,1999,1,1,6,0,F
832226-BMG--2000,832226-BMG,2000,2,2,NA,0,F
832226-BMG--2001,832226-BMG,2001,3,0,10,0,F
832226-BMG--2002,832226-BMG,2002,4,1,NA,0,F
832226-BMG--2003,832226-BMG,2003,5,0,NA,0,F
832226-BMG--2004,832226-BMG,2004,6,3,-1,0,F
832226-BMG--2005,832226-BMG,2005,7,4,-3,0,F
832226-BMG--2006,832226-BMG,2006,8,2,NA,0,F
832230-NAB--1999,832230-NAB,1999,1,0,42,0,F
832242-NAA--1999,832242-NAA,1999,1,0,47,0,F
832242-NAA--2000,832242-NAA,2000,2,2,NA,0,F
832242-NAA--2001,832242-NAA,2001,3,3,-9,0,F
832368-wnAM--2000,832368-wnAM,2000,1,0,38,0,F
832368-wnAM--2001,832368-wnAM,2001,2,3,NA,0,F
832368-wnAM--2002,832368-wnAM,2002,3,1,37,0,F
832376-RWO--1999,832376-RWO,1999,1,2,96,0,F
832376-RWO--2000,832376-RWO,2000,2,7,NA,0,F
832376-RWO--2001,832376-RWO,2001,3,4,-16,0,F
832419-wnNO--2000,832419-wnNO,2000,1,3,NA,0,F
832434-gyOA--2000,832434-gyOA,2000,1,3,NA,0,F
832448-ogMY--2000,832448-ogMY,2000,1,2,22,0,F
832448-ogMY--2001,832448-ogMY,2001,2,3,1,0,F
832448-ogMY--2002,832448-ogMY,2002,3,0,30,0,F
832448-ogMY--2003,832448-ogMY,2003,4,3,12,0,F
832448-ogMY--2004,832448-ogMY,2004,5,3,30,0,F
832448-ogMY--2005,832448-ogMY,2005,6,1,11,0,F
832472-boNO--2000,832472-boNO,2000,1,0,21,0,F
832485-BBA--2000,832485-BBA,2000,1,3,15,0,F
832485-BBA--2001,832485-BBA,2001,2,1,5,0,F
832486-WOO--2000,832486-WOO,2000,1,2,1,0,F
832486-WOO--2001,832486-WOO,2001,2,2,-23,0,F
832486-WOO--2002,832486-WOO,2002,3,0,-7,0,F
832486-WOO--2003,832486-WOO,2003,4,2,-28,0,F
832487-NWA--2001,832487-NWA,2001,2,2,12,0,F
832545-RYA--2000,832545-RYA,2000,1,2,NA,0,F
832545-RYA--2001,832545-RYA,2001,2,4,4,0,F
832545-RYA--2002,832545-RYA,2002,3,1,0,0,F
832545-RYA--2003,832545-RYA,2003,4,2,-2,0,F
832546-YRA--2001,832546-YRA,2001,2,1,0,0,F
832547-OYB--2000,832547-OYB,2000,1,3,17,0,F
832547-OYB--2001,832547-OYB,2001,2,0,12,0,F
832548-BYM--2000,832548-BYM,2000,1,0,31,0,F
832551-ABY--2000,832551-ABY,2000,1,2,22,0,F
832551-ABY--2001,832551-ABY,2001,2,3,-12,0,F
832552-YGA--2000,832552-YGA,2000,1,2,NA,0,F
832552-YGA--2001,832552-YGA,2001,2,4,8,0,F
832553-BWA--2000,832553-BWA,2000,1,1,NA,0,F
832553-BWA--2001,832553-BWA,2001,2,2,-1,0,F
832554-NNA--2000,832554-NNA,2000,1,0,17,0,F
832555-YAA--2000,832555-YAA,2000,1,3,60,0,F
832555-YAA--2001,832555-YAA,2001,2,3,27,0,F
832555-YAA--2002,832555-YAA,2002,3,2,NA,0,F
832555-YAA--2003,832555-YAA,2003,4,3,-1,0,F
832555-YAA--2004,832555-YAA,2004,5,6,9,0,F
832555-YAA--2005,832555-YAA,2005,6,3,NA,0,F
832555-YAA--2006,832555-YAA,2006,7,1,1,0,F
832558-BRM--2000,832558-BRM,2000,1,0,NA,0,F
832558-BRM--2001,832558-BRM,2001,2,3,-4,0,F
832559-WON--2000,832559-WON,2000,1,0,NA,0,F
832559-WON--2001,832559-WON,2001,2,5,NA,0,F
832560-NAW--2000,832560-NAW,2000,1,0,2,0,F
832560-NAW--2001,832560-NAW,2001,2,2,-2,0,F
832561-RRA--2000,832561-RRA,2000,1,0,NA,0,F
832561-RRA--2001,832561-RRA,2001,2,3,NA,0,F
832562-AOA--2001,832562-AOA,2001,2,3,9,0,F
832562-AOA--2002,832562-AOA,2002,3,4,-9,0,F
832562-AOA--2003,832562-AOA,2003,4,4,-15,0,F
832562-AOA--2004,832562-AOA,2004,5,0,0,0,F
832563-OAB--2000,832563-OAB,2000,1,2,20,0,F
832565-MRW--2001,832565-MRW,2001,2,2,NA,0,F
832568-BRG--2000,832568-BRG,2000,1,1,NA,0,F
832570-WYO--2000,832570-WYO,2000,1,2,37,0,F
832570-WYO--2001,832570-WYO,2001,2,1,NA,0,F
832570-WYO--2002,832570-WYO,2002,3,2,2,0,F
832572-MYA--2000,832572-MYA,2000,1,0,31,0,F
832573-ABN--2000,832573-ABN,2000,1,3,25,0,F
832574-ogogog--2000,832574-ogogog,2000,1,3,25,0,F
832593-gnWN--2001,832593-gnWN,2001,1,3,NA,0,F
832593-gnWN--2002,832593-gnWN,2002,2,0,NA,0,F
832593-gnWN--2003,832593-gnWN,2003,3,3,20,0,F
832593-gnWN--2004,832593-gnWN,2004,4,0,17,0,F
832593-gnWN--2005,832593-gnWN,2005,5,5,NA,0,F
832595-WYA--2000,832595-WYA,2000,1,1,32,0,F
832595-WYA--2001,832595-WYA,2001,2,3,-14,0,F
832595-WYA--2002,832595-WYA,2002,3,2,11,0,F
832595-WYA--2003,832595-WYA,2003,4,3,0,0,F
832596-RWA--2000,832596-RWA,2000,1,0,NA,0,F
832596-RWA--2001,832596-RWA,2001,2,2,3,0,F
832598-mnMM--2001,832598-mnMM,2001,1,1,NA,0,F
832598-mnMM--2002,832598-mnMM,2002,2,0,NA,0,F
832598-mnMM--2003,832598-mnMM,2003,3,2,NA,0,F
832624-GRG--2000,832624-GRG,2000,1,1,NA,0,F
832696-goYO--2001,832696-goYO,2001,1,0,42,0,F
832697-goRW--2001,832697-goRW,2001,1,0,37,0,F
832789-mnRG--2001,832789-mnRG,2001,1,2,NA,0,F
832789-mnRG--2002,832789-mnRG,2002,2,0,-13,0,F
832817-gnYB--2001,832817-gnYB,2001,1,0,50,0,F
832860-mnMO--2002,832860-mnMO,2002,2,0,57,0,F
832860-mnMO--2003,832860-mnMO,2003,3,3,-5,0,F
832860-mnMO--2004,832860-mnMO,2004,4,4,NA,0,F
832860-mnMO--2005,832860-mnMO,2005,5,6,NA,0,F
832869-wmMW--2002,832869-wmMW,2002,2,2,NA,0,F
832869-wmMW--2003,832869-wmMW,2003,3,1,11,0,F
832869-wmMW--2004,832869-wmMW,2004,4,3,NA,0,F
832934-RAM--2001,832934-RAM,2001,1,0,12,0,F
832934-RAM--2002,832934-RAM,2002,2,0,NA,0,F
832940-goGG--2001,832940-goGG,2001,1,4,2,1,F
832947-YBA--2001,832947-YBA,2001,1,0,10,0,F
832947-YBA--2002,832947-YBA,2002,2,0,11,0,F
832947-YBA--2003,832947-YBA,2003,3,1,NA,0,F
832956-OYA--2001,832956-OYA,2001,1,4,5,0,F
832959-RBA--2001,832959-RBA,2001,1,0,44,0,F
832960-NYO--2001,832960-NYO,2001,1,4,NA,0,F
832960-NYO--2002,832960-NYO,2002,2,0,-16,0,F
832962-NRB--2001,832962-NRB,2001,1,3,43,0,F
832965-NBN--2001,832965-NBN,2001,1,3,15,0,F
832965-NBN--2002,832965-NBN,2002,2,3,-8,0,F
832965-NBN--2003,832965-NBN,2003,3,0,NA,0,F
832965-NBN--2004,832965-NBN,2004,4,3,-3,0,F
832965-NBN--2005,832965-NBN,2005,5,4,-1,0,F
832965-NBN--2006,832965-NBN,2006,6,0,-9,0,F
832967-BWN--2001,832967-BWN,2001,1,2,NA,0,F
832967-BWN--2002,832967-BWN,2002,2,1,-11,0,F
832967-BWN--2003,832967-BWN,2003,3,5,2,0,F
832968-MRA--2001,832968-MRA,2001,1,0,NA,0,F
832970-ARM--2001,832970-ARM,2001,1,0,NA,0,F
832970-ARM--2002,832970-ARM,2002,2,0,-10,0,F
832970-ARM--2003,832970-ARM,2003,3,3,-22,0,F
832970-ARM--2004,832970-ARM,2004,4,3,-16,0,F
832970-ARM--2005,832970-ARM,2005,5,4,-22,0,F
832970-ARM--2006,832970-ARM,2006,6,0,-33,0,F
832970-ARM--2007,832970-ARM,2007,7,5,-17,0,F
832971-AAM--2002,832971-AAM,2002,2,2,5,0,F
832971-AAM--2003,832971-AAM,2003,3,1,14,0,F
832973-YWR--2001,832973-YWR,2001,1,0,NA,0,F
832973-YWR--2002,832973-YWR,2002,2,0,10,0,F
832973-YWR--2003,832973-YWR,2003,3,2,0,0,F
832973-YWR--2004,832973-YWR,2004,4,4,-2,0,F
832973-YWR--2005,832973-YWR,2005,5,4,8,0,F
832973-YWR--2006,832973-YWR,2006,6,2,NA,0,F
832973-YWR--2007,832973-YWR,2007,7,4,-3,0,F
832973-YWR--2008,832973-YWR,2008,8,1,52,0,F
832973-YWR--2009,832973-YWR,2009,9,4,NA,0,F
832974-MAB--2001,832974-MAB,2001,1,0,NA,0,F
832974-MAB--2002,832974-MAB,2002,2,3,3,0,F
832974-MAB--2003,832974-MAB,2003,3,1,4,0,F
832974-MAB--2004,832974-MAB,2004,4,1,-5,0,F
832974-MAB--2005,832974-MAB,2005,5,3,NA,0,F
832974-MAB--2006,832974-MAB,2006,6,0,9,0,F
832974-MAB--2007,832974-MAB,2007,7,5,15,0,F
832977-ANM2--2001,832977-ANM2,2001,1,1,4,0,F
833008-RwmN--2002,833008-RwmN,2002,1,0,35,0,F
833020-BgnY--2002,833020-BgnY,2002,1,0,NA,0,F
833049-YWA--2001,833049-YWA,2001,1,0,NA,0,F
833049-YWA--2002,833049-YWA,2002,2,0,9,0,F
833072-RGA--2001,833072-RGA,2001,1,0,52,0,F
833084-RbgB--2002,833084-RbgB,2002,1,0,22,0,F
833084-RbgB--2003,833084-RbgB,2003,2,5,-4,0,F
833096-YYM--2002,833096-YYM,2002,1,1,21,0,F
833096-YYM--2003,833096-YYM,2003,2,0,-2,0,F
833096-YYM--2004,833096-YYM,2004,3,4,-4,0,F
833096-YYM--2005,833096-YYM,2005,4,3,NA,0,F
833109-BgnB--2002,833109-BgnB,2002,1,4,5,0,F
833109-BgnB--2003,833109-BgnB,2003,2,3,-26,0,F
833109-BgnB--2004,833109-BgnB,2004,3,1,NA,0,F
833121-YogN--2002,833121-YogN,2002,1,0,2,0,F
833121-YogN--2003,833121-YogN,2003,2,4,NA,0,F
833121-YogN--2004,833121-YogN,2004,3,7,-5,0,F
833121-YogN--2005,833121-YogN,2005,4,3,NA,0,F
833121-YogN--2006,833121-YogN,2006,5,0,NA,0,F
833121-YogN--2007,833121-YogN,2007,6,3,NA,0,F
833128-YbgA--2002,833128-YbgA,2002,1,2,20,1,F
833153-BgnM--2002,833153-BgnM,2002,1,3,49,0,F
833153-BgnM--2003,833153-BgnM,2003,2,4,NA,0,F
833169-BbgY--2002,833169-BbgY,2002,1,0,NA,0,F
833169-BbgY--2003,833169-BbgY,2003,2,2,0,0,F
833169-BbgY--2004,833169-BbgY,2004,3,0,NA,0,F
833169-BbgY--2005,833169-BbgY,2005,4,0,NA,0,F
833169-BbgY--2006,833169-BbgY,2006,5,2,5,0,F
833201-MogR--2002,833201-MogR,2002,1,0,4,0,F
833201-MogR--2003,833201-MogR,2003,2,0,7,0,F
833201-MogR--2004,833201-MogR,2004,3,4,9,0,F
833276-YwmB--2002,833276-YwmB,2002,1,2,27,0,F
833276-YwmB--2003,833276-YwmB,2003,2,3,6,0,F
833518-AMO--2002,833518-AMO,2002,1,3,NA,0,F
833528-MRO--2002,833528-MRO,2002,1,1,15,0,F
833528-MRO--2003,833528-MRO,2003,2,3,NA,0,F
833528-MRO--2004,833528-MRO,2004,3,1,-16,0,F
833528-MRO--2005,833528-MRO,2005,4,1,NA,0,F
833535-AGM--2003,833535-AGM,2003,2,1,-6,0,F
833536-NWY2--2002,833536-NWY2,2002,1,0,35,0,F
833537-BNG--2003,833537-BNG,2003,2,2,9,0,F
833537-BNG--2004,833537-BNG,2004,3,2,2,0,F
833537-BNG--2005,833537-BNG,2005,4,3,NA,0,F
833538-AGN--2002,833538-AGN,2002,1,0,4,0,F
833539-AWR--2002,833539-AWR,2002,1,0,23,0,F
833539-AWR--2003,833539-AWR,2003,2,2,NA,0,F
833539-AWR--2004,833539-AWR,2004,3,2,15,0,F
833539-AWR--2005,833539-AWR,2005,4,6,14,0,F
833539-AWR--2006,833539-AWR,2006,5,3,4,0,F
833540-YGW--2002,833540-YGW,2002,2,0,NA,0,F
833584-NgbW--2003,833584-NgbW,2003,1,3,17,0,F
833584-NgbW--2004,833584-NgbW,2004,2,2,10,0,F
833584-NgbW--2005,833584-NgbW,2005,3,5,-7,0,F
833584-NgbW--2006,833584-NgbW,2006,4,3,-6,0,F
833588-OnyO--2003,833588-OnyO,2003,1,0,9,0,F
833588-OnyO--2004,833588-OnyO,2004,2,1,NA,0,F
833590-OnyA--2003,833590-OnyA,2003,1,2,NA,0,F
833590-OnyA--2004,833590-OnyA,2004,2,6,-14,0,F
833590-OnyA--2005,833590-OnyA,2005,3,9,-12,0,F
833590-OnyA--2006,833590-OnyA,2006,4,0,6,0,F
833590-OnyA--2007,833590-OnyA,2007,5,1,-8,0,F
833590-OnyA--2008,833590-OnyA,2008,6,2,-6,0,F
833590-OnyA--2009,833590-OnyA,2009,7,2,-4,0,F
833590-OnyA--2010,833590-OnyA,2010,8,1,NA,0,F
833590-OnyA--2011,833590-OnyA,2011,9,2,4,0,F
833592-WngM--2003,833592-WngM,2003,1,1,25,0,F
833615-AngY--2003,833615-AngY,2003,1,0,32,0,F
833615-AngY--2004,833615-AngY,2004,2,0,24,0,F
833615-AngY--2005,833615-AngY,2005,3,2,7,0,F
833615-AngY--2006,833615-AngY,2006,4,0,11,0,F
833615-AngY--2007,833615-AngY,2007,5,1,NA,0,F
833615-AngY--2008,833615-AngY,2008,6,3,NA,0,F
833615-AngY--2009,833615-AngY,2009,7,2,NA,0,F
833665-AgbA--2003,833665-AgbA,2003,1,2,12,1,F
833666-NYA--2002,833666-NYA,2002,1,2,NA,0,F
833666-NYA--2003,833666-NYA,2003,2,2,3,0,F
833671-YWM--2002,833671-YWM,2002,1,0,33,0,F
833671-YWM--2003,833671-YWM,2003,2,0,0,0,F
833676-MnyM--2003,833676-MnyM,2003,1,1,19,0,F
833676-MnyM--2004,833676-MnyM,2004,2,0,1,0,F
833751-ngAN--2004,833751-ngAN,2004,1,2,NA,0,F
833751-ngAN--2005,833751-ngAN,2005,2,6,0,0,F
898095-gbAM--2004,898095-gbAM,2004,1,0,NA,0,F
898095-gbAM--2005,898095-gbAM,2005,2,0,9,0,F
898100-OBN--2003,898100-OBN,2003,1,0,21,0,F
898100-OBN--2004,898100-OBN,2004,2,0,0,0,F
898242-gbAN--2004,898242-gbAN,2004,1,0,NA,0,F
898242-gbAN--2005,898242-gbAN,2005,2,1,1,0,F
898242-gbAN--2006,898242-gbAN,2006,3,0,12,0,F
898242-gbAN--2007,898242-gbAN,2007,4,4,20,0,F
898242-gbAN--2008,898242-gbAN,2008,5,1,NA,0,F
898289-noAO--2004,898289-noAO,2004,1,2,32,0,F
898300-GAR--2003,898300-GAR,2003,1,0,50,0,F
898300-GAR--2004,898300-GAR,2004,2,0,3,0,F
898317-GRM--2004,898317-GRM,2004,1,3,NA,0,F
898317-GRM--2005,898317-GRM,2005,2,4,NA,0,F
898317-GRM--2006,898317-GRM,2006,3,1,-13,0,F
898317-GRM--2007,898317-GRM,2007,4,3,-2,0,F
898317-GRM--2008,898317-GRM,2008,5,1,NA,0,F
898319-rbBY--2004,898319-rbBY,2004,1,1,58,0,F
898330-NNN--2004,898330-NNN,2004,1,2,NA,0,F
898330-NNN--2005,898330-NNN,2005,2,2,NA,0,F
898330-NNN--2006,898330-NNN,2006,3,3,-3,0,F
898331-OMA--2004,898331-OMA,2004,1,5,25,0,F
898332-ABR--2004,898332-ABR,2004,1,4,NA,0,F
898332-ABR--2005,898332-ABR,2005,2,3,0,0,F
898332-ABR--2006,898332-ABR,2006,3,1,-4,0,F
898332-ABR--2007,898332-ABR,2007,4,0,NA,0,F
898332-ABR--2008,898332-ABR,2008,5,0,-7,0,F
898332-ABR--2009,898332-ABR,2009,6,3,-8,0,F
898336-GMR--2004,898336-GMR,2004,1,3,32,0,F
898336-GMR--2005,898336-GMR,2005,2,4,0,0,F
898338-MGB--2004,898338-MGB,2004,1,0,46,0,F
898338-MGB--2005,898338-MGB,2005,2,3,NA,0,F
898345-RGN--2004,898345-RGN,2004,1,0,38,0,F
898345-RGN--2005,898345-RGN,2005,2,5,-21,0,F
898345-RGN--2006,898345-RGN,2006,3,2,-28,0,F
898346-BGW--2004,898346-BGW,2004,1,2,27,0,F
898349-RMA--2004,898349-RMA,2004,1,3,47,0,F
898351-GON--2004,898351-GON,2004,1,1,32,0,F
898351-GON--2005,898351-GON,2005,2,4,16,0,F
898351-GON--2006,898351-GON,2006,3,2,15,0,F
898351-GON--2007,898351-GON,2007,4,0,8,0,F
898353-MRB--2004,898353-MRB,2004,1,3,12,0,F
898527-weAM--2005,898527-weAM,2005,1,3,NA,0,F
898527-weAM--2006,898527-weAM,2006,2,2,NA,0,F
898591-weAR--2005,898591-weAR,2005,1,0,NA,0,F
898591-weAR--2006,898591-weAR,2006,2,1,2,0,F
898591-weAR--2007,898591-weAR,2007,3,8,-4,0,F
898591-weAR--2008,898591-weAR,2008,4,3,-7,0,F
898591-weAR--2009,898591-weAR,2009,5,5,-24,0,F
898591-weAR--2010,898591-weAR,2010,6,1,-5,0,F
898636-rwBA--2005,898636-rwBA,2005,1,2,24,1,F
898656-bgBY--2005,898656-bgBY,2005,1,3,17,0,F
898660-onRA--2005,898660-onRA,2005,1,3,NA,0,F
898660-onRA--2006,898660-onRA,2006,2,0,-11,0,F
898679-BAY--2004,898679-BAY,2004,1,0,63,0,F
898680-AMM--2005,898680-AMM,2005,1,2,4,0,F
898680-AMM--2006,898680-AMM,2006,2,2,0,0,F
898680-AMM--2007,898680-AMM,2007,3,0,2,0,F
898685-brBA--2005,898685-brBA,2005,1,3,22,0,F
898685-brBA--2006,898685-brBA,2006,2,0,8,0,F
898685-brBA--2007,898685-brBA,2007,3,3,-4,0,F
898695-YNY--2005,898695-YNY,2005,1,0,29,1,F
898696-RGR--2005,898696-RGR,2005,1,2,NA,0,F
898696-RGR--2006,898696-RGR,2006,2,0,NA,0,F
898697-AOO--2005,898697-AOO,2005,1,3,47,0,F
898700-bgNG--2005,898700-bgNG,2005,1,1,NA,0,F
898700-bgNG--2006,898700-bgNG,2006,2,3,9,0,F
898700-bgNG--2007,898700-bgNG,2007,3,4,-1,0,F
898700-bgNG--2008,898700-bgNG,2008,4,5,-8,0,F
898700-bgNG--2009,898700-bgNG,2009,5,0,-13,0,F
898716-YRO--2005,898716-YRO,2005,1,2,13,0,F
898716-YRO--2006,898716-YRO,2006,2,0,NA,0,F
898716-YRO--2007,898716-YRO,2007,3,0,20,0,F
898718-weYM--2005,898718-weYM,2005,1,0,20,0,F
898718-weYM--2006,898718-weYM,2006,2,0,0,0,F
898718-weYM--2007,898718-weYM,2007,3,3,-12,0,F
898725-GGA--2005,898725-GGA,2005,1,1,14,0,F
898725-GGA--2006,898725-GGA,2006,2,2,24,0,F
